key_0,artist_name,track_name,release_date,genre,lyrics,romantic,communication,spiritual,sad,feelings,danceability,valence,energy,topic,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
1075,sam hunt,downtown's dead,2018,country,thank thank come city style people spill cars bar make killin look like place people know feel like downtown dead girls walk friends friday night night long head paint ghost downtown dead downtown dead dance strobes throw loud house music blur hear word lips move involve bout people wall wall holdin cause downtown dead girls walk friends friday night night long head paint ghost downtown dead downtown dead free drink bright light life okay quit cause people lose mind head call night crawl downtown dead girls walk friends friday night night long head paint ghost downtown dead downtown dead downtown dead downtown dead,0.0006327908095819572,0.0006327908176003354,0.0614934397152693,0.0006327907975384838,0.0006327908187095146,0.6077389620843751,0.3788442199111819,0.6952318794327819,violence,2,3,2,4,2,2,1,2,3,5
1076,dierks bentley,"woman, amen",2018,country,ohhhhhh ohhhh ohhhhhh lose lose mind face know save night give drifter heart home night knees lord know near thank woman amen ohhhhhh ohhhh world shake break need crack shatter heart cause get night knees lord know near thank woman amen give ohhhh give ohhhh give ohhhh give strength ohhhh give ohhhh ohhhh thank woman amen ohhhh ohhhhhh ohhhh ohhhhhh thank moon star forgiveness undying twist turn sure roads tonight fall knees cause lord know gonna shout lungs thank woman amen thank woman amen give ohhhh give ohhhh give ohhhh give strength ohhhh give ohhhh ohhhh thank woman amen ohhhh,0.1191825247290518,0.06264702827682883,0.017542888530068468,0.09182089549850417,0.0007986681188649258,0.4511402201911591,0.3734407146105288,0.793817323057044,world/life,4,2,5,3,9,5,5,14,14,8
1077,scotty mccreery,this is it,2018,country,mountains thousand feet high trail tree meet view step baby okay open eye talk bout look forever hand moment forget world time perfect kiss girl know wait talk friends wonder wonder wonder wait hold ring right word right time place knee talk bout look forever hand moment forget world time perfect kiss walk aisle help smile talk bout look forever hand moment forget forget world surround family friends time perfect kiss yeah,0.1095580792849186,0.15140739250071714,0.0007994148800119047,0.0007994148829418607,0.0007994148501715897,0.5540643615059151,0.6156192910130017,0.5282958294448451,world/life,4,14,1,0,9,0,5,6,15,10
1078,dierks bentley,living,2018,country,mornin walk rise drink like whiskey tree see thousand time branch watch away wind beautiful world clear days breath break heart poundin chest beatin days forget give days days alive days livin days livin go fire coffee walk kitchen like tshirt kill kiss like time laugh look like lose mind say baby live know days breath break heart poundin chest beatin days forget give days days alive days livin days livin like blue little bluer high little high feel miss days live beautiful world clear days start singin need reason world right clear eye blinkin heart grateful give days yeah days alive days livin days livin livin like blue little bluer high little high feel missin days live days live,0.00048171730963127266,0.00048171729409092256,0.00048171728451413035,0.09436243701033943,0.025403081661926976,0.4693901547353064,0.4123738153769146,0.7746421346647356,world/life,2,9,2,4,9,4,6,4,11,4
1079,cole swindell,break up in the end,2018,country,walk little drink drink kiss shuffleboard break introduce think leave room advice move break know away know best worst mistake break play favorite song felt like hear ruin break know away know best worst mistake girl break tonight call cause lonely okay know come break break,0.001615959701429493,0.2996670455750408,0.0016159594959113776,0.4798043400106254,0.001615959493989545,0.6071245363893996,0.3027735891673592,0.4687297453160308,sadness,1,1,1,2,2,5,9,2,2,5
1080,brett young,here tonight,2018,country,lose eye tonight stay right little longer underneath star wanna wanna stay minute lose track time world spin tellin kiss away heaven baby hold tight cause want wrap baby stay tonight tonight wanna linger like lips taste salt skin hold hand know stay minute lose track time world spin tellin kiss away heaven baby hold tight cause want wrap baby stay tonight tonight baby stay tonight tonight tonight tonight yeah stay right tonight cause wanna wanna stay minute lose track time world spin tellin kiss away heaven baby hold tight cause want wrap baby stay tonight tonight baby stay tonight tonight tonight tonight whoa,0.1514367007225133,0.0005103120548375915,0.0005103120517747699,0.03752615373829981,0.0005103120410538058,0.4781280579259529,0.4240470074738481,0.7531504682871529,night/time,4,11,4,4,12,4,7,1,12,4
1081,brett young,change your name,2018,country,somebody erase everybody room know know strungup white light dancin wanna know like know road home tellall know wanna change wanna mess dream wanna stop runaway heart wanna stay thing change change years hell barely today promise drop little rain smile mirror disappear promise right wanna change wanna mess dream wanna stop runaway heart wanna stay thing change change change face open eye change lips kiss goodnight rest life wanna change wanna mess dream wanna stop runaway heart wanna stay thing change change change,0.0409952318457399,0.11503117544336182,0.0007644880301605322,0.09562948876339056,0.01676375314664326,0.619692522798821,0.4236398125120517,0.6420055288713342,world/life,1,2,4,15,5,4,2,4,6,8
1082,kenny chesney,song for the saints,2018,country,long boat anchor harbour long steel drum fill breeze lift islands ocean stand strong centuries fit name golden halos cause angels cause little wind blow blood sweat tear coat paint sinner choir singin song saint woah woah woah woah farmer field sugar cane drunkard hammock dryin rain teacher classroom kickin can street captain mate prayin bend knee blood sweat tear coat paint sinner choir singin song saint woah woah woah woah brokenness heal weakness strong lift voice saint marchin blood sweat tear coat paint sinner choir singin song blood sweat tear coat paint sinner choir singin song saint woah woah woah woah woah woah,0.0011875527488342257,0.0011875527831671168,0.0011875527632942426,0.08449196907610006,0.0011875527983730822,0.8721173493501071,0.3654431643257253,0.3141943485256045,violence,5,6,4,9,9,4,4,12,14,5
1083,eric church,the snake,2018,country,rattlesnake say copperhead vipers real prey weakest fight reason wonder blame copperhead laugh say kiss bark bite rattle tail fear smell think shake fright rattlesnake copperhead kill dead stay hungry pass plate cheat cheat venom smile teeth fork tongue world burn copperhead say rattlesnake wanna rain team twice tough fear game rattlesnake say copperhead know original rattle copper bitch take apple rattlesnake copperhead kill dead stay hungry pass plate cheat cheat venom smile teeth fork tongue world burn rattlesnake say copperhead cause mice sheep asleep copperhead say amen,0.03734139786458912,0.4517628217372909,0.07576456576364196,0.001520587837060185,0.0015205878009728726,0.5593020714807244,0.5183022905354685,0.4553185781016987,violence,13,3,9,16,5,4,5,5,7,21
1084,filmore,heart's having a hard time,2018,country,think weight chest night say couldn think break wouldn better start think easy hat cause afraid hurt think good goodbye heart have hard time hard time make sense right inside yeah know mind heart heart have hard time shouldn tough change lock screen sink kiss smile million reason leave think feel feel hat cause afraid hurt think good goodbye heart have hard time make sense right inside yeah know mind heart heart have hard time miss wish work wrong love hat cause afraid hurt think good goodbye heart have hard time make sense right inside yeah know mind heart heart have hard time heart have hard time,0.0650661113548956,0.31727318640895763,0.0005499901367190389,0.3499217549387285,0.058293774689660065,0.4941653292374288,0.2864803606386501,0.6655749810884967,sadness,3,14,1,8,7,6,8,5,11,10
1085,morgan wallen,if i ever get you back,2018,country,treat like queen livin lovin kissin look reason world live girl dance handsome look like real romancer hop pray hear say second roll life cadillac treat like queen livin lovin kissin look reason world live girl flower talk hours write water tower cover diamonds smile light like open door heart treat like queen livin lovin kissin look reason world live girl time gonna open door heart treat like queen livin lovin kissin look reason world live girl time,0.0005129733327025521,0.0005129733596448167,0.0005129733253743359,0.04251074152901705,0.0005129733506121267,0.4509692750109585,0.6597564288824558,0.5996165039693404,world/life,4,7,4,5,7,4,6,9,14,4
